Respondent_ID,Gender,Age_Group,Print_Comprehension,Print_Trust,Future_Online_Intent,Print_Disappearance_Concern,Digital_Fatigue,Digital_Overload,Health_Concern,Privacy_Concern,Student_Print_Preference,Cluster
957,Female,55-64,2,3,1,2,4,2,3,3,3,2
958,Male,25-34,2,1,4,3,2,1,3,2,5,1
959,Female,55-64,3,3,4,1,3,3,3,2,5,0
960,Female,35-44,2,1,3,5,5,5,4,4,3,0
961,Male,25-34,1,4,4,2,5,3,4,4,3,0
962,Male,45-54,4,3,3,3,3,1,3,3,5,1
963,Male,25-34,1,3,3,4,4,4,1,5,5,1
964,Female,35-44,4,1,3,4,4,4,3,4,2,2
965,Female,35-44,4,2,3,3,1,3,4,3,4,1
966,Male,55-64,3,2,2,2,1,4,1,1,4,2
967,Female,25-34,1,2,4,3,3,1,3,4,5,1
968,Female,45-54,3,1,4,3,4,2,2,2,4,1
969,Male,45-54,2,4,4,3,4,2,3,4,4,1
970,Female,45-54,3,1,3,4,1,3,1,4,2,2
971,Male,45-54,3,3,5,4,1,4,3,4,4,1
972,Male,25-34,2,2,5,4,4,3,5,3,5,1
973,Male,35-44,5,3,3,2,2,4,4,2,4,0
974,Male,35-44,5,1,4,1,3,4,4,3,4,0
975,Male,25-34,3,2,3,5,4,3,4,4,4,1
976,Female,35-44,4,5,4,3,5,2,4,4,4,0
977,Female,35-44,3,3,2,3,3,2,2,5,5,1
978,Male,65+,3,2,4,5,2,3,1,5,3,1
979,Female,35-44,2,4,3,2,4,4,5,3,4,0
980,Female,45-54,2,1,3,4,3,3,4,3,3,1
981,Male,25-34,1,4,4,4,3,1,2,4,5,1
982,Female,35-44,5,4,3,4,3,3,5,2,4,0
983,Male,55-64,3,1,5,3,3,2,4,3,1,1
984,Female,55-64,3,5,1,4,4,1,3,4,4,2
985,Female,35-44,4,4,3,2,2,5,4,3,2,0
986,Female,35-44,5,2,3,3,4,1,4,2,3,2
987,Male,45-54,2,3,4,5,4,4,4,3,1,0
988,Male,35-44,5,3,5,3,4,1,4,3,3,0
989,Female,55-64,2,1,3,2,4,3,2,5,3,2
990,Female,55-64,3,3,5,4,3,2,2,4,5,1
991,Female,65+,3,3,3,4,4,3,3,2,5,1
992,Male,35-44,4,3,4,3,4,4,3,4,1,0
993,Male,25-34,5,3,1,4,2,3,4,3,3,2
994,Female,18-24,3,2,3,2,2,2,3,4,1,2
995,Female,18-24,4,2,5,3,4,3,3,2,5,1
996,Female,65+,4,3,4,3,3,4,2,4,5,1
997,Female,35-44,5,3,5,4,4,5,4,2,3,0
998,Male,55-64,3,2,5,3,4,3,3,5,3,1
999,Female,45-54,4,3,2,4,2,4,4,5,5,1
1000,Female,25-34,3,3,5,3,2,3,2,2,2,2
1001,Male,55-64,5,5,2,4,5,3,4,4,4,0
1002,Male,55-64,5,3,4,3,2,2,3,4,5,1
1003,Male,35-44,4,2,4,3,5,3,4,5,3,0
1004,Female,35-44,4,5,3,1,2,5,5,4,5,0
1005,Female,65+,4,4,5,2,3,1,3,4,3,1
1006,Male,45-54,3,5,2,5,3,3,3,3,5,2
1007,Male,35-44,4,1,3,5,3,3,2,4,3,1
1008,Female,45-54,3,3,3,3,1,3,3,2,5,1
1009,Female,35-44,1,3,3,2,4,3,4,4,5,0
1010,Female,35-44,2,2,5,4,4,4,5,5,4,0
1011,Female,18-24,4,2,5,2,4,3,1,4,5,1
1012,Male,55-64,2,2,3,3,3,4,4,4,3,0
1013,Male,45-54,3,1,4,3,1,4,3,4,5,1
1014,Female,35-44,3,3,3,3,4,4,3,2,4,0
1015,Female,55-64,2,2,4,4,3,2,5,1,3,1
1016,Male,45-54,5,3,3,2,5,2,3,3,4,0
1017,Female,25-34,5,3,5,2,2,3,4,4,3,0
1018,Male,25-34,5,1,3,3,3,4,5,4,4,0
1019,Male,45-54,3,4,4,4,1,5,4,4,4,0
1020,Female,35-44,4,3,3,1,2,4,4,5,4,0
1021,Male,45-54,3,3,3,3,3,2,3,4,3,2
1022,Female,35-44,4,5,3,1,5,4,4,4,4,0
1023,Male,25-34,3,5,3,4,3,4,3,4,2,2
1024,Male,18-24,2,5,2,1,5,2,5,4,5,0
1025,Female,35-44,2,2,3,4,4,3,3,2,5,1
1026,Male,35-44,2,2,3,3,3,2,4,2,3,1
1027,Female,25-34,3,3,2,1,5,4,5,4,3,0
1028,Male,18-24,3,4,3,3,3,5,2,5,3,2
1029,Male,25-34,4,1,2,4,5,4,4,4,2,2
1030,Male,65+,5,4,5,3,2,3,3,3,4,0
1031,Female,45-54,4,1,3,5,4,3,3,4,4,1
1032,Female,65+,2,4,2,4,4,1,4,3,3,2
1033,Female,45-54,4,3,4,3,3,4,4,2,4,0
1034,Female,65+,2,3,3,1,4,1,1,5,4,2
1035,Male,45-54,3,5,4,1,4,1,4,3,3,0
1036,Male,25-34,5,3,3,2,5,4,4,4,3,0
1037,Female,65+,3,3,2,4,4,3,5,3,3,2
1038,Female,55-64,2,2,4,2,2,2,2,4,3,1
1039,Female,35-44,5,5,3,4,3,3,4,4,3,2
1040,Female,35-44,4,2,3,2,4,1,4,4,4,1
1041,Female,45-54,2,3,4,4,5,4,3,3,3,0
1042,Female,35-44,4,3,4,3,4,4,4,4,3,0
1043,Male,45-54,4,4,4,3,5,5,2,2,4,0
1044,Female,35-44,2,5,3,3,2,3,3,2,4,2
1045,Female,55-64,4,2,3,5,4,1,5,4,5,1
1046,Male,45-54,3,3,4,4,3,3,4,3,5,1
1047,Female,25-34,4,4,3,4,4,2,3,4,5,1
1048,Female,25-34,3,2,5,1,4,4,4,5,3,0
1049,Female,45-54,1,4,3,4,2,3,4,4,2,2
1050,Male,65+,5,3,2,3,3,3,4,3,4,2
1051,Male,45-54,4,3,3,2,2,5,2,3,5,0
1052,Male,65+,2,3,4,4,2,2,4,3,3,1
1053,Female,25-34,3,4,3,3,3,1,4,3,3,2
1054,Female,65+,1,2,3,3,3,1,3,4,4,1
1055,Male,25-34,4,3,4,2,4,4,3,3,4,0
1056,Female,55-64,3,3,2,4,5,3,5,1,2,2
1057,Female,65+,5,2,5,5,2,3,3,3,5,1
1058,Female,65+,2,1,5,3,4,1,2,3,4,1
1059,Male,55-64,4,2,3,4,3,2,3,4,4,1
1060,Male,35-44,4,4,5,4,4,5,4,5,3,0
1061,Male,35-44,3,4,3,3,3,4,3,4,4,0
1062,Female,18-24,3,3,3,4,5,3,4,3,4,0
1063,Female,45-54,2,4,4,3,1,1,4,2,3,1
1064,Female,45-54,3,3,5,1,4,3,3,2,4,0
